college_code,college_name,college_type,branch_code,branch_name,cap_round,category,closing_rank,closing_percentile
01002,"Government College of Engineering, Amravati",Government Autonomous Home University : Autonomous Institute,0100219110,Civil Engineering,I,GOPENS,34240,88.5013511
01002,"Government College of Engineering, Amravati",Government Autonomous Home University : Autonomous Institute,0100219110,Civil Engineering,I,GSCS,62739,77.8445199
01002,"Government College of Engineering, Amravati",Government Autonomous Home University : Autonomous Institute,0100219110,Civil Engineering,I,GSTS,91124,65.8812284
01002,"Government College of Engineering, Amravati",Government Autonomous Home University : Autonomous Institute,0100219110,Civil Engineering,I,GVJS,54224,81.2928705
01002,"Government College of Engineering, Amravati",Government Autonomous Home University : Autonomous Institute,0100219110,Civil Engineering,I,GNT1S,34281,88.4426131
01002,"Government College of Engineering, Amravati",Government Autonomous Home University : Autonomous Institute,0100219110,Civil Engineering,I,GNT2S,41658,85.7455441
01002,"Government College of Engineering, Amravati",Government Autonomous Home University : Autonomous Institute,0100219110,Civil Engineering,I,GNT3S,35923,87.8945473
01002,"Government College of Engineering, Amravati",Government Autonomous Home University : Autonomous Institute,0100219110,Civil Engineering,I,GOBCS,42649,85.3822102
01002,"Government College of Engineering, Amravati",Government Autonomous Home University : Autonomous Institute,0100219110,Civil Engineering,I,GSEBCS,69130,75.3516004
01002,"Government College of Engineering, Amravati",Government Autonomous Home University : Autonomous Institute,0100219110,Civil Engineering,I,LOPENS,35071,88.1228442
01002,"Government College of Engineering, Amravati",Government Autonomous Home University : Autonomous Institute,0100219110,Civil Engineering,I,LSCS,47557,83.6393990
01002,"Government College of Engineering, Amravati",Government Autonomous Home University : Autonomous Institute,0100219110,Civil Engineering,I,LSTS,89332,66.8505265
01002,"Government College of Engineering, Amravati",Government Autonomous Home University : Autonomous Institute,0100219110,Civil Engineering,I,LVJS,54046,81.3738935
01002,"Government College of Engineering, Amravati",Government Autonomous Home University : Autonomous Institute,0100219110,Civil Engineering,I,LNT2S,80230,70.8722936
01002,"Government College of Engineering, Amravati",Government Autonomous Home University : Autonomous Institute,0100219110,Civil Engineering,I,LOBCS,47396,83.6467428
01002,"Government College of Engineering, Amravati",Government Autonomous Home University : Autonomous Institute,0100219110,Civil Engineering,I,LSEBCS,112136,55.2318816
01002,"Government College of Engineering, Amravati",Government Autonomous Home University : Autonomous Institute,0100219110,Civil Engineering,I,PWDOPENS,115494,53.7694785
01002,"Government College of Engineering, Amravati",Government Autonomous Home University : Autonomous Institute,0100219110,Civil Engineering,I,PWDOBCS,153595,27.6622718
01002,"Government College of Engineering, Amravati",Government Autonomous Home University : Autonomous Institute,0100219110,Civil Engineering,I,DEFOPENS,88930,67.0458361
01002,"Government College of Engineering, Amravati",Government Autonomous Home University : Autonomous Institute,0100219110,Civil Engineering,I,DEFOBCS,124882,47.9842799
01002,"Government College of Engineering, Amravati",Government Autonomous Home University : Autonomous Institute,0100219110,Civil Engineering,I,TFWS,41891,85.5352459
01002,"Government College of Engineering, Amravati",Government Autonomous Home University : Autonomous Institute,0100219110,Civil Engineering,I,PWDROBCS,155782,25.6482713
01002,"Government College of Engineering, Amravati",Government Autonomous Home University : Autonomous Institute,0100219110,Civil Engineering,I,DEFRSEBCS,120638,50.6340761
01002,"Government College of Engineering, Amravati",Government Autonomous Home University : Autonomous Institute,0100219110,Civil Engineering,I,EWS,90204,66.1855163
01002,"Government College of Engineering, Amravati",Government Autonomous Home University : Autonomous Institute,0100224210,Computer Science and Engineering,I,GOPENS,7872,97.3911937
01002,"Government College of Engineering, Amravati",Government Autonomous Home University : Autonomous Institute,0100224210,Computer Science and Engineering,I,GSCS,17571,94.1713006
01002,"Government College of Engineering, Amravati",Government Autonomous Home University : Autonomous Institute,0100224210,Computer Science and Engineering,I,GSTS,56026,80.5896708
01002,"Government College of Engineering, Amravati",Government Autonomous Home University : Autonomous Institute,0100224210,Computer Science and Engineering,I,GVJS,17052,94.3331807
01002,"Government College of Engineering, Amravati",Government Autonomous Home University : Autonomous Institute,0100224210,Computer Science and Engineering,I,GNT1S,16746,94.4433332
01002,"Government College of Engineering, Amravati",Government Autonomous Home University : Autonomous Institute,0100224210,Computer Science and Engineering,I,GNT2S,16443,94.5541467
01002,"Government College of Engineering, Amravati",Government Autonomous Home University : Autonomous Institute,0100224210,Computer Science and Engineering,I,GOBCS,8931,97.0436452
01002,"Government College of Engineering, Amravati",Government Autonomous Home University : Autonomous Institute,0100224210,Computer Science and Engineering,I,GSEBCS,15942,94.6903844
01002,"Government College of Engineering, Amravati",Government Autonomous Home University : Autonomous Institute,0100224210,Computer Science and Engineering,I,LOPENS,9308,96.9066937
01002,"Government College of Engineering, Amravati",Government Autonomous Home University : Autonomous Institute,0100224210,Computer Science and Engineering,I,LSCS,15485,94.8376426
